id,value
1847,5165066.666666668
1848,4361441.666666667
1853,5638116.666666666
1855,13667071.42857143
1856,2643917.004939506
1861,1915186.1949855695
1864,1799082.1704924747
1871,856602.132653213
1873,1586468.5515873015
1874,1609561.9804431533
1875,1956392.416607665
1876,1022518.1141774892
1877,2516277.5793650798
1885,1071817.2817460317
1887,1001773.6881378428
1894,1363586.6071428573
1896,10691711.435786434
1897,5896914.485694688
1905,678140.4761904762
1908,752417.4359068864
1909,2786611.2204380585
1912,6637071.428571428
1918,3942378.5714285714
1922,2382301.6934209582
1923,2556018.6545399036
1926,2645058.658883222
1930,2088421.4590964594
1935,1695464.1025641025
1949,613210.4166666667
1960,10132646.825396828
1967,6140450.000000001
1968,2184109.495712621
1969,4295272.753635254
1973,9558216.666666666
1974,5244352.276889778
1976,1896425.0
1977,678140.4761904762
1978,1379672.7534965032
1982,1725064.5238095238
1986,6954166.666666666
1996,3625004.440698191
2002,2072826.1751524613
2010,1719088.6143784865
2013,13323000.0
2014,1111572.4975024976
2024,1173192.9494933174
2026,1545451.7857142857
2027,9642748.115079368
2028,7528264.610389611
2031,1014739.5833333335
2033,4045195.833333334
2038,1304409.0516230415
2041,2452967.479767184
2047,7528264.610389611
2054,1118958.3333333335
2055,1176935.1037851034
2057,906961.1632811634
2059,1129613.73894825
2062,1888063.527444777
2063,2208954.761904762
2074,1038090.8333333335
2077,1146691.3666289637
2089,1751891.2416928194
2092,781871.4285714284
2095,3944883.738385799
2099,2881388.481018297
2108,1501971.7261904762
2116,7743416.666666666
2117,2135732.4404761903
2120,2384366.1179098682
2130,3851403.7157287155
2131,772374.221721261
2133,2233826.948051948
2135,3528139.9572553392
2138,1304611.2049342915
2139,4791980.105339922
2140,959985.7417582416
2143,4485040.196078431
2144,2140488.411588411
2146,1276941.6029610222
2148,2018967.857142857
2153,1279968.0183394677
2160,1178917.7051972135
2173,1118958.3333333335
2179,3583520.833333334
2180,2293021.1309523815
2181,1304611.2049342915
2182,406275.0
2183,2427350.0
2184,11843600.0
2189,1304611.2049342915
2190,7327863.9305139305
2191,5159703.487852019
2192,1944885.7142857143
2200,4225728.571428571
2205,3143117.8571428577
2206,4782750.456113159
2207,1392939.1673284196
2212,1965185.4679873618
2215,1373835.8134920632
2219,4466733.333333333
2229,1379672.7534965032
2232,2393392.733748852
2238,3439253.435861524
2241,3273992.721861473
2244,1586468.5515873015
2247,163700.0
2249,5318875.0
2250,1101879.2857142857
2254,3583520.833333334
2255,2377933.7838286436
2262,11866166.666666664
2264,7054916.666666668
2268,16501333.333333332
2269,849886.6522366523
2281,943787.1699134198
2284,3520053.607503608
2288,6183266.666666666
2296,3710170.5357142864
2299,1227933.393954426
2300,10041999.999999998
2302,6285040.187590189
2305,5508333.333333332
2310,5276733.333333334
2325,2630875.0
2327,3856846.726190477
2332,6981702.380952381
2333,1195136.0731589908
2343,1727703.7235620478
2347,896546.8253968256
2350,6300421.703296704
2356,8183550.000000001
2359,518827.02380952373
2365,1274333.6795467616
2370,1289150.0000000002
2372,1589666.6522366526
2375,1232111.7798867798
2382,3962520.833333333
2383,2786611.2204380585
2386,5943633.333333334
2390,4427742.857142857
2398,1507021.4285714286
2403,1269309.8116093057
2406,1851337.3015873018
2411,2088421.4590964594
2418,675476.4713064713
2419,2209833.2900432902
2422,1191710.4814951029
2429,2262707.7153735273
2430,227320.94266844273
2431,3274925.694444444
2434,6961796.428571429
2439,2065810.1190476192
2443,3610758.0357142854
2445,2035557.224025974
2449,3953325.2414048393
2452,3590935.714285714
2456,2125132.1428571423
2459,7325255.122655121
2465,2957686.1381673883
2476,3590935.714285714
2485,2556018.6545399036
2488,3999050.0
2490,2645058.658883222
2491,7219697.451159953
2492,5382216.666666668
2501,5604952.380952381
2503,413137.5
2506,1652163.753779751
2508,7159404.761904764
2510,7881697.222222221
2513,2645058.658883222
2520,4947708.333333334
2521,5276733.333333334
2525,2377933.7838286436
2526,934809.0909090909
2529,1099833.6455211455
2530,2262707.7153735273
2535,752417.4359068864
2536,7159404.761904764
2540,163700.0
2543,489912.5
2547,1526188.0520827204
2549,1198900.0
2558,2706638.236480881
2559,2441307.989232989
2562,1908091.1576420402
2568,773041.6666666667
2570,4033139.8809523815
2571,5369189.419919606
2573,1613083.0790043282
2575,613210.4166666667
2576,2096476.19047619
2577,1163463.5836385835
2578,977916.671278199
2581,1915186.1949855695
2582,4644916.504329005
2583,2931252.380952382
2584,2749256.2499999995
2586,1186662.5
2587,1347040.4761904762
2595,2730578.445165945
2600,2786658.290016872
2603,4644916.504329005
2604,2062536.3647068455
2605,1274333.6795467616
2606,1795753.4371835666
2610,2293021.1309523815
2613,3605462.5
2630,6981702.380952381
2631,1101879.2857142857
2632,923399.6146214897
2652,4848158.608058608
2659,3890439.4300144296
2662,1514398.2142857143
2665,297940.7340168001
2667,1218693.3333333333
2668,1555832.8535353534
2672,1312839.285714286
2674,1422468.181818182
2675,1274333.6795467616
2676,2065810.1190476192
2678,4542130.530303033
2685,10041999.999999998
2689,1093671.6666666665
2691,3605410.4367854362
2694,2611948.03316108
2695,1053129.1666666667
2697,3528139.9572553392
2699,2377933.7838286436
2700,7831166.666666668
2701,1989662.5694566867
2705,867404.3254847437
2716,13960166.666666664
2718,2814500.2164502162
2721,5014640.196078431
2733,8082372.321428572
2737,2464741.666666666
2739,17482250.0
2748,833239.2857142857
2749,1298978.7097870363
2752,856602.132653213
2753,7929611.904761905
2755,492144.88095238095
2765,731786.3555153995
2766,1274333.6795467616
2774,2151938.014069264
2775,4033139.8809523815
2776,603596.3095238094
2777,731786.3555153995
2779,5638116.666666666
2785,2588559.5007546633
2786,12888268.56060606
2796,1296581.0978130063
2797,1982670.8964646468
2805,1751891.2416928194
2807,4723477.815130776
2809,924653.5714285715
2810,2348579.365079365
2816,1359293.815435481
2817,1727703.7235620478
2819,9563099.999999998
2827,7766750.0
2833,3246562.198336578
2835,4384360.946969326
2837,3259563.6183261187
2841,2975457.1428571423
2842,1146691.3666289637
2843,3784508.333333334
2851,1852632.1428571425
2854,2881388.481018297
2860,819063.9804639806
2863,2666804.861111111
2869,1362947.2619047621
2874,679555.6333943832
2876,1178220.8333333333
2877,3274925.694444444
2878,755938.0952380953
2882,2135732.4404761903
2887,4686551.19047619
2889,3536098.391885893
2890,1195136.0731589908
2903,2237855.297553754
2906,752417.4359068864
2910,1422749.9999999998
2912,4519104.761904762
2913,2349959.6153846155
2918,1601226.5065816536
2921,966810.2987290483
2922,2398867.3971861475
2925,2588559.5007546633
2927,6936916.666666666
2930,7764193.614718615
2936,5366383.333333333
2937,3411955.555555555
2943,4498684.477328227
2946,120415.0
2947,1295313.6870643217
2949,717688.3333333333
2952,1740908.057914308
2953,1586468.5515873015
2955,1086341.5476190476
2957,4902516.666666666
2960,3241174.7023809524
2962,2438777.777777778
2963,8389916.666666666
2969,2081553.6303973813
2977,977916.671278199
2979,1762798.6456960607
2980,2931252.380952382
2992,1227933.393954426
2994,1609561.9804431533
3002,1717549.2287878774
3008,685898.0357142857
3009,4396291.666666668
3011,1965185.4679873618
3016,1209618.3043345544
3022,2480533.928571428
3023,3233544.246031746
3031,2262707.7153735273
3035,1122668.592171717
3039,2308507.483773305
3045,1684216.467804856
3048,1410398.8095238095
3052,6300421.703296704
3055,2425347.7310189814
3056,5157234.753787879
3058,341825.21915584424
3068,1469063.77807521
3069,1809364.9969453681
3070,7651204.166666668
3072,8183550.000000001
3073,1575828.186364719
3074,1994711.57442639
3075,826569.6831821974
3077,1650913.7373737374
3080,1721838.69047619
3091,816246.6666666665
3102,2051335.6870228024
3106,2522613.4379509385
3116,2645058.658883222
3123,7899770.7792207785
3124,3610758.0357142854
3126,2794950.694444444
3130,5949416.19047619
3137,1786762.5
3139,1019134.6825396824
3146,1369797.4999999998
3147,2552500.0000000005
3152,2985164.3939393936
3160,3027680.9523809524
3166,1316405.7604895106
3168,5343747.718253968
3170,1146691.3666289637
3172,4791980.105339922
3173,388361.78151097277
3176,1267950.3968253965
3177,3738544.8412698405
3197,3583520.833333334
3200,2142874.1117216116
3201,1718029.1666666665
3204,6973000.0
3206,3520053.607503608
3210,1452207.821283314
3219,2522613.4379509385
3220,4926256.448412699
3229,1051909.7222222225
3232,682191.6435770112
3235,2151938.014069264
3236,2088421.4590964594
3239,3765268.1797369285
3240,441195.8333333334
3249,2088421.4590964594
3257,1721804.3713540498
3260,1406330.7738095238
3262,2293021.1309523815
3264,844869.6783905978
3267,2713137.5
3268,1931645.4184704185
3272,2589473.9016338456
3278,2201555.0158175165
3286,1762798.6456960607
3290,2384366.1179098682
3291,1740908.057914308
3292,6432008.333333334
3293,5318875.0
3296,5533359.722222223
3305,1652163.753779751
3308,974162.2972755396
3309,2479680.0595238097
3315,2412230.9523809524
3319,2177325.3291316526
3320,3084275.066248196
3326,2078105.567920641
3330,1741279.6406037023
3333,2452967.479767184
3334,3199602.1825396824
3337,4911794.883241758
3341,1575828.186364719
3342,3614515.9659784655
3343,3217750.3513847277
3345,2645058.658883222
3346,3739064.3150874455
3347,465240.6547619047
3355,2377933.7838286436
3358,2072826.1751524613
3359,3259563.6183261187
3361,1406330.7738095238
3362,1809364.9969453681
3364,702913.5141492495
3365,2531991.233766234
3367,5450433.333333332
3369,5159703.487852019
3374,5898283.680555555
3386,2522613.4379509385
3389,1005608.447898206
3390,1652163.753779751
3395,3680215.2819402814
3403,3494633.333333334
3410,1970749.2661393324
3411,2021913.3769014138
3413,1295313.6870643217
3417,2844157.5595238097
3419,5396933.63095238
3425,2402332.142857143
3426,1004675.1065666357
3429,658861.5476190477
3433,2916638.8888888885
3436,14411484.027777776
3445,1556671.4285714284
3447,10041999.999999998
3448,4757428.273809525
3454,1011834.2032967035
3461,2957686.1381673883
3468,3520053.607503608
3470,2522613.4379509385
3475,1295313.6870643217
3482,5905506.421356422
3484,2713137.5
3491,1724346.4285714286
3492,390155.00000000006
3496,8531539.285714285
3500,8496095.238095237
3514,104823.33333333336
3524,28511000.0
3526,2210870.8333333335
3527,652396.6269841269
3528,1431097.584729382
3532,4645291.666666667
3534,2420514.3446830944
3535,4782750.456113159
3539,4384360.946969326
3540,1695180.9523809524
3555,1926353.6279106
3563,1234199.9999999998
3569,1379531.6584967321
3572,2411919.5496170493
3575,2645058.658883222
3584,1431097.584729382
3588,1809364.9969453681
3597,1109913.0952380951
3598,1065724.8462429384
3601,2203685.388901414
3612,2292817.4238802567
3614,1832471.9047619058
3615,861961.9047619045
3618,1589666.6522366526
3625,974162.2972755396
3655,2380069.4444444445
3661,2355497.619047619
3665,1807811.8686868683
3666,702913.5141492495
3675,3583520.833333334
3683,2075216.6666666665
3685,4040416.666666667
3688,1297879.9542124544
3690,1895775.6746031747
3697,1298978.7097870363
3710,585967.2403984903
3716,2637019.047619048
3727,11155650.0
3738,1298978.7097870363
3745,844869.6783905978
3749,1379672.7534965032
3754,682191.6435770112
3776,1293440.4761904762
3778,459024.05205905205
3784,2409475.238095239
3786,2203685.388901414
3788,2689585.3829704816
3791,1085068.1998557001
3803,2140488.411588411
3809,1346542.141223256
3811,1359293.815435481
3817,731600.0
3820,1770489.033189033
3824,13331250.0
3826,796139.188034188
3829,312916.6648629148
3831,1313944.8369075388
3832,338516.80066643876
3836,7009599.999999999
3845,1719088.6143784865
3846,822713.753132832
3848,2292817.4238802567
3849,3084275.066248196
3857,856209.8989898989
3859,865812.5
3861,4427742.857142857
3867,8607370.833333332
3876,2186057.5937950937
3877,1727703.7235620478
3878,1725455.9523809522
3883,977916.671278199
3885,867404.3254847437
3889,2043435.416666667
3890,2095743.75
3891,607278.8888888889
3913,1372314.6825396826
3920,564726.884920635
3922,3165433.333333333
3930,1618450.5231778028
3931,1263718.5044893257
3934,12888268.56060606
3941,749389.2857142858
3942,702913.5141492495
3945,1703379.1264193205
3950,100453.01587301587
3951,983476.4880952382
3959,1046450.0
3960,529806.9640326992
3962,709816.6666666665
3972,2075216.6666666665
3982,2208922.6465201466
3984,1470086.9481192373
3986,9447738.095238093
3988,441051.47924188303
3989,1975839.4695582194
3990,1353961.9047619049
3991,2016294.9762043508
3995,1343345.491088717
3997,16281952.38095238
4000,1158238.035714286
4002,2233826.948051948
4007,1295313.6870643217
4010,2776143.530799267
4012,2221888.314444529
4013,18272000.0
4019,1307037.4999999998
4028,191050.0
4032,1911245.3715728715
4035,901652.3520923519
4038,1298978.7097870363
4040,1571908.8391624286
4042,2571335.775335775
4046,1164726.0040312288
4054,2220485.164737989
4065,1826549.771062271
4073,1531314.9909812408
4074,829236.6666666665
4084,2636428.4722222225
4106,5240504.116022864
4108,3704638.095238095
4109,468311.11111111124
4110,1319756.54403927
4111,2147116.233766234
4112,1470086.9481192373
4113,3731174.702380953
4115,1693381.0515873018
4119,2916638.8888888885
4123,1109913.0952380951
4129,1261900.0000000002
4131,485877.3466810967
4133,675476.4713064713
4138,3909707.1428571427
4143,1703379.1264193205
4146,1703379.1264193205
4151,707637.5
4161,829236.6666666665
4163,1298978.7097870363
4166,461184.04761904763
4168,2393392.733748852
4171,1274333.6795467616
4180,5436988.98809524
4185,2072826.1751524613
4189,2645058.658883222
4190,2582250.0
4191,2377933.7838286436
4197,1626654.5291245559
4201,1123734.522934165
4208,2803450.1540126544
4213,1931645.4184704185
4219,6245133.333333334
4221,1313721.1868703305
4226,1178917.7051972135
4233,1586741.6666666665
4241,1503312.4999999998
4245,1688720.133750194
4256,1765657.6652226064
4261,1383930.8465608465
4262,2643917.004939506
4268,669250.0
4274,400200.0
4278,1343345.491088717
4279,2978034.226190476
4280,6021692.857142857
4289,1703379.1264193205
4291,3739064.3150874455
4294,906961.1632811634
4301,2021913.3769014138
4308,1652163.753779751
4310,2786611.2204380585
4312,3739064.3150874455
4315,1173192.9494933174
4321,2480099.197604756
4325,4535316.666666666
4326,2119078.781961503
4327,454499.6901260505
4328,565348.8095238096
4329,1437068.8492063496
4341,3597043.4541316526
4343,4045195.833333334
4349,767349.0425768617
4350,1178917.7051972135
4357,2522613.4379509385
4359,8928640.476190476
4362,465240.6547619047
4364,3765268.1797369285
4366,1074103.7283549784
4369,247219.1666666667
4376,4698746.701562327
4380,673590.7106782107
4381,1298978.7097870363
4383,468311.11111111124
4388,1546308.2738095238
4395,8536280.003330003
4396,1718029.1666666665
4407,2384366.1179098682
4414,2589473.9016338456
4415,2337822.023809524
4416,2798282.7666777666
4419,772374.221721261
4425,5240504.116022864
4427,571426.388888889
4432,3765268.1797369285
4433,2325023.152172583
4435,1719088.6143784865
4440,2356990.285409035
4441,440378.64357864356
4443,4778499.999999999
4446,8346162.5
4454,8997136.458270831
4462,538747.5
4474,1084342.6587301586
4481,1784059.4100344107
4484,2397098.511904762
4489,747633.3333333333
4491,1372314.6825396826
4492,437801.66666666674
4505,349716.38347763347
4510,1556671.4285714284
4520,1579454.7348484846
4521,2160991.666666667
4522,1546308.2738095238
4529,1014739.5833333335
4531,747734.6987734489
4532,957645.3258744611
4557,1296581.0978130063
4561,6318142.857142857
4562,9642748.115079368
4564,3027680.9523809524
4566,1507021.4285714286
4571,2425347.7310189814
4581,1908091.1576420402
4584,2382301.6934209582
4585,3893904.725829725
4590,1885630.952380953
4594,728793.2954096555
4595,1823976.8428793428
4596,1501059.6322803102
4598,2603948.845456655
4601,1296581.0978130063
4604,1707025.7142857146
4605,3271250.476190476
4610,826569.6831821974
4618,2205450.9983072486
4619,1443319.6903096905
4620,1531314.9909812408
4623,1046094.3758315694
4628,3084275.066248196
4635,1431097.584729382
4645,454499.6901260505
4652,1501971.7261904762
4654,2208922.6465201466
4655,2425347.7310189814
4656,2713137.5
4657,1014739.5833333335
4661,1664820.833333333
4662,783806.9444444446
4663,679555.6333943832
4665,4628601.111111111
4670,1036740.5747030746
4671,2816208.333333333
4672,2292817.4238802567
4675,1882504.7619047621
4676,397892.9563492065
4678,2062536.3647068455
4681,844869.6783905978
4684,1703379.1264193205
4687,844869.6783905978
4697,3828465.476190476
4705,2680129.58014208
4707,1055328.391955267
4714,1652163.753779751
4715,1138079.3729820903
4717,1359293.815435481
4721,2452967.479767184
4725,1809364.9969453681
4726,3246562.198336578
4730,1688720.133750194
4732,1269309.8116093057
4734,1009840.8344147685
4735,957645.3258744611
4741,3341402.9761904757
4750,749389.2857142858
4757,1274333.6795467616
4760,1926353.6279106
4765,1276941.6029610222
4767,745390.1296620045
4769,3084275.066248196
4770,4547169.047619048
4773,5098759.768907563
4775,468311.11111111124
4779,1807811.8686868683
4783,3622845.833333334
4787,1671917.322538572
4794,3739064.3150874455
4796,2975457.1428571423
4797,2208922.6465201466
4801,2645058.658883222
4806,2325023.152172583
4808,2135732.4404761903
4814,2786611.2204380585
4820,2233826.948051948
4825,627143.0059493646
4828,3230706.20148857
4840,731786.3555153995
4844,2136591.0714285714
4845,977575.0
4846,538853.4523809524
4851,794203.3397570334
4862,2012144.0476190478
4864,1210961.0252901707
4871,13202104.761904761
4872,947923.8716247536
4874,1359293.815435481
4877,1626654.5291245559
4878,1501059.6322803102
4886,801270.8333333335
4888,1051909.7222222225
4893,1359293.815435481
4900,2611948.03316108
